,name,code
1187,켐온,217600
1188,켐트로스,220260
1189,코세스,089890
1190,코센,009730
1191,코엔텍,029960
1192,큐브엔터,182360
1193,크리스에프앤씨,110790
1194,태웅,044490
1195,테크윙,089030
1196,티로보틱스,117730
1197,파라다이스,034230
1198,파인텍,131760
1199,파크시스템스,140860
1200,펩트론,087010
1201,포스코 ICT,022100
1202,폴라리스우노,114630
1203,폴라리스웍스,123010
1204,풍국주정,023900
1205,퓨쳐켐,220100
1206,프리시젼바이오,335810
1207,피씨디렉트,051380
1208,피엔에이치테크,239890
1209,피엔케이피부임상연구센타,347740
1210,피플바이오,304840
1211,하나마이크론,067310
1212,하나머티리얼즈,166090
1213,하림,136480
1214,하이로닉,149980
1215,하이소닉,106080
1216,한국유니온제약,080720
1217,해성티피씨,059270
1218,헝셩그룹,900270
1219,현대에이치티,039010
1220,화일약품,061250
1221,효성오앤비,097870
1222,휴럼,353190
1223,휴센텍,215090
1224,휴젤,145020
1225,도부마스크,227420
1226,디피코,163430
1227,메디쎄이,200580
1228,빅텐츠,210120
1229,썬테크,217320
1230,씨알푸드,236030
1231,아퓨어스,149300
1232,안지오랩,251280
1233,엔에스엠,238170
1234,엔에스컴퍼니,224760
1235,엘에이티,311060
1236,유비온,084440
1237,지오씨,135160
1238,파마리서치바이오,217950
1239,AK홀딩스,006840
1240,CJ,001040
1241,CJ씨푸드,011150
1242,DB금융투자,016610
1243,DGB금융지주,139130
1244,HDC,012630
1245,KISCO홀딩스,001940
1246,KTB투자증권,030210
1247,LG디스플레이,034220
1248,LG에너지솔루션,373220
1249,LX인터내셔널,001120
1250,NH프라임리츠,338100
1251,S-Oil,010950
1252,SK바이오사이언스,302440
1253,SK케미칼,285130
1254,SK하이닉스,000660
1255,TYM,002900
1256,계룡건설산업,013580
1257,고려아연,010130
1258,기아,000270
1259,남양유업,003920
1260,남해화학,025860
1261,녹십자,006280
1262,대상,001680
1263,대성홀딩스,016710
1264,대한제강,084010
1265,대한제당,001790
1266,더존비즈온,012510
1267,두산퓨얼셀,336260
1268,롯데하이마트,071840
1269,만호제강,001080
1270,모나미,005360
1271,문배철강,008420
1272,미창석유공업,003650
1273,백광산업,001340
1274,벽산,007210
1275,부국철강,026940
1276,비비안,002070
1277,비상교육,100220
1278,삼성공조,006660
1279,삼성생명,032830
1280,삼양패키징,272550
1281,삼일씨엔에스,004440
1282,삼화전기,009470
1283,삼화페인트공업,000390
1284,샘표,007540
1285,서흥,008490
1286,성안,011300
1287,세하,027970
1288,신라교역,004970
1289,신세계건설,034300
1290,신영와코루,005800
1291,신영증권,001720
1292,신원,009270
1293,신풍제약,019170
1294,신풍제지,002870
1295,아세아시멘트,183190
1296,아시아나IDT,267850
1297,에스엘,005850
1298,에어부산,298690
1299,엘브이엠씨,900140
1300,오리온,271560
1301,우리금융지주,316140
1302,웰바이오텍,010600
1303,유니온,000910
1304,유한양행,000100
1305,이리츠코크렙,088260
1306,이월드,084680
1307,일진전기,103590
1308,제일기획,030000
1309,제일연마,001560
1310,조광피혁,004700
1311,조선선재,120030
1312,카카오,035720
1313,케이씨텍,281820
1314,케이카,381970
1315,코리안리,003690
1316,쿠쿠홈시스,284740
1317,크라운제과,264900
1318,크라운해태홀딩스,005740
1319,태림포장,011280
1320,태원물산,001420
1321,티에이치엔,019180
1322,퍼스텍,010820
1323,퍼시스,016800
1324,하이브,352820
1325,한국석유공업,004090
1326,한국토지신탁,034830
1327,한독,002390
1328,한세엠케이,069640
1329,한솔제지,213500
1330,한솔케미칼,014680
1331,한솔테크닉스,004710
1332,한일현대시멘트,006390
1333,한전기술,052690
1334,한화시스템,272210
1335,해성디에스,195870
1336,현대리바트,079430
1337,현대백화점,069960
1338,형지엘리트,093240
1339,혜인,003010
1340,화성산업,002460
1341,휴비스,079980
1342,3S,060310
1343,CJ프레시웨이,051500
1344,CNH,023460
1345,DB금융스팩9호,367360
1346,DMS,068790
1347,EMW,079190
1348,GRT,900290
1349,HLB,028300
1350,HLB제약,047920
1351,HLB테라퓨틱스,115450
1352,KG모빌리언스,046440
1353,KMH하이텍,052900
1354,LX세미콘,108320
1355,SBS콘텐츠허브,046140
1356,SG&G,040610
1357,SK5호스팩,337450
1358,SV인베스트먼트,289080
1359,TPC,048770
1360,TS인베스트먼트,246690
1361,YTN,040300
1362,YW,051390
1363,골든센츄리,900280
1364,교보11호스팩,397880
1365,나무기술,242040
1366,나이스디앤비,130580
1367,나이스정보통신,036800
1368,네오오토,212560
1369,네오이뮨텍,950220
1370,넷게임즈,225570
1371,노바텍,285490
1372,누보,332290
1373,뉴보텍,060260
1374,뉴지랩파마,214870
1375,다날,064260
1376,대신정보통신,020180
1377,대원미디어,048910
1378,대한광통신,010170
1379,대호특수강,021040
1380,대화제약,067080
1381,덕산하이메탈,077360
1382,덕우전자,263600
1383,데브시스터즈,194480
1384,동신건설,025950
1385,동아화성,041930
1386,동양파일,228340
1387,동일철강,023790
1388,디앤씨미디어,263720
1389,디엑스앤브이엑스,180400
1390,디와이씨,310870
1391,디이엔티,079810
1392,라온피플,300120
1393,랩지노믹스,084650
1394,로스웰,900260
1395,리메드,302550
1396,린드먼아시아,277070
1397,마이더스AI,222810
1398,마인즈랩,377480
1399,마크로젠,038290
1400,멀티캠퍼스,067280
1401,모베이스,101330
1402,모아텍,033200
1403,미스터블루,207760
1404,바른손이앤에이,035620
1405,바이오니아,064550
1406,바이오다인,314930
1407,바이오리더스,142760
1408,바이오스마트,038460
1409,바텍,043150
1410,배럴,267790
1411,보광산업,225530
1412,본느,226340
1413,브릿지바이오,288330
1414,블리츠웨이,369370
1415,비엠티,086670
1416,삼보모터스,053700
1417,삼보산업,009620
1418,삼영엠텍,054540
1419,삼진,032750
1420,상상인,038540
1421,샘코,263540
1422,서울바이오시스,092190
1423,서울옥션,063170
1424,서울제약,018680
1425,성우테크론,045300
1426,세보엠이씨,011560
1427,세원,234100
1428,셀루메드,049180
1429,셀리버리,268600
1430,소룩스,290690
1431,소프트캠프,258790
1432,손오공,066910
1433,수성이노베이션,084180
1434,스카이문스테크놀로지,033790
1435,스튜디오산타클로스,204630
1436,신성델타테크,065350
1437,신한제8호스팩,393360
1438,신화인터텍,056700
1439,실리콘투,257720
1440,싸이버원,356890
1441,싸이토젠,217330
1442,씨유테크,376290
1443,씨이랩,189330
1444,씨티씨바이오,060590
1445,아나패스,123860
1446,아셈스,136410
1447,아이스크림에듀,289010
1448,아이오케이,078860
1449,아주IB투자,027360
1450,안랩,053800
1451,알서포트,131370
1452,압타바이오,293780
1453,애드바이오텍,179530
1454,에너토크,019990
1455,에디슨EV,136510
1456,에스에이엠티,031330
1457,에스피지,058610
1458,에이디엠코리아,187660
1459,에이비프로바이오,195990
1460,에이치앤비디자인,227100
1461,에이치엔티,176440
1462,에이팩트,200470
1463,에이프로젠 H&G,109960
1464,에이피티씨,089970
1465,에치에프알,230240
1466,에코바이오,038870
1467,에코캡,128540
1468,에프앤가이드,064850
1469,에프엔에스테크,083500
1470,엔바이오니아,317870
1471,엘엠에스,073110
1472,엠아이텍,179290
1473,엠에스오토텍,123040
1474,엠케이전자,033160
1475,오션브릿지,241790
1476,오이솔루션,138080
1477,올리패스,244460
1478,와이엠씨,155650
1479,와이엠티,251370
1480,와이제이엠게임즈,193250
1481,와토스코리아,079000
1482,우리넷,115440
1483,원익IPS,240810
1484,위세아이텍,065370
1485,윈스,136540
1486,윈텍,320000
1487,유니슨,018000
1488,유니크,011320
1489,이상네트웍스,080010
1490,이스트아시아홀딩스,900110
1491,이엔드디,101360
1492,이오플로우,294090
1493,이즈미디어,181340
1494,이퓨쳐,134060
1495,이화공영,001840
1496,인터엠,017250
1497,인피니트헬스케어,071200
1498,일신바이오,068330
1499,장원테크,174880
1500,제노코,361390
1501,제이웨이,058420
1502,젬백스링크,064800
1503,조광ILI,044060
1504,줌인터넷,239340
1505,중앙백신,072020
1506,지나인제약,078650
1507,지니너스,389030
1508,지아이텍,382480
1509,진시스템,363250
1510,카스,016920
1511,카페24,042000
1512,케이에스피,073010
1513,코나아이,052400
1514,코텍,052330
1515,큐라클,365270
1516,큐로홀딩스,051780
1517,크로바하이텍,043590
1518,크리스탈신소재,900250
1519,크린앤사이언스,045520
1520,클래시스,214150
1521,투비소프트,079970
1522,팅크웨어,084730
1523,파마리서치,214450
1524,팜스토리,027710
1525,포인트모바일,318020
1526,폴라리스오피스,041020
1527,푸드나무,290720
1528,피에이치씨,057880
1529,피제이메탈,128660
1530,하나금융21호스팩,406760
1531,한국바이오젠,318000
1532,한국전자인증,041460
1533,한국큐빅,021650
1534,한글과컴퓨터,030520
1535,한독크린텍,256150
1536,한창바이오텍,043090
1537,한프,066110
1538,해성산업,034810
1539,현대에버다임,041440
1540,홈캐스트,064240
1541,휴메딕스,200670
1542,휴온스블러썸,263920
1543,흥구석유,024060
1544,EMB,278990
1545,골프존데카,183410
1546,네추럴FNP,086220
1547,데이터스트림즈,199150
1548,로보쓰리,238500
1549,루켄테크놀러지스,162120
1550,메디젠휴먼케어,236340
1551,블루탑,191600
1552,비엔디생활건강,215050
1553,아이케이세미콘,149010
1554,에스엘에스바이오,246250
1555,엔지브이아이,093510
1556,유엑스엔,337840
1557,이비테크,208850
1558,젬,248020
1559,청광건설,140290
1560,프로테옴텍,303360
1561,피엔아이컴퍼니,242350
1562,BGF,027410
1563,DB,012030
1564,E1,017940
1565,F&F,383220
1566,JW생명과학,234080
1567,KC그린홀딩스,009440
1568,LG유플러스,032640
1569,NH올원리츠,400760
1570,SGC에너지,005090
1571,SNT중공업,003570
1572,SNT홀딩스,036530
1573,SPC삼립,005610
1574,STX엔진,077970
1575,경동도시가스,267290
1576,경방,000050
1577,고려제강,002240
1578,광동제약,009290
1579,광주신세계,037710
1580,국보,001140
1581,금비,008870
1582,금호석유화학,011780
1583,대림통상,006570
1584,대신증권,003540
1585,대원전선,006340
1586,대원화성,024890
1587,대유에이텍,002880
1588,덕성,004830
1589,도화엔지니어링,002150
1590,동방,004140
1591,동부건설,005960
1592,동성제약,002210
1593,동아에스티,170900
1594,동양고속,084670
1595,동원수산,030720
1596,동일제강,002690
1597,메리츠화재,000060
1598,미원에스씨,268280
1599,삼성에스디에스,018260
1600,삼성중공업,010140
1601,삼양사,145990
1602,삼양홀딩스,000070
1603,삼익악기,002450
1604,삼천리,004690
1605,서울식품공업,004410
1606,성창기업지주,000180
1607,세아제강지주,003030
1608,세원이앤씨,091090
1609,세종공업,033530
1610,시디즈,134790
1611,신세계,004170
1612,아세아,002030
1613,알루코,001780
1614,에스제이엠홀딩스,025530
1615,영풍,000670
1616,유성기업,002920
1617,이수페타시스,007660
1618,이아이디,093230
1619,일정실업,008500
1620,일진홀딩스,015860
1621,자이에스앤디,317400
1622,제이알글로벌리츠,348950
1623,제이콘텐트리,036420
1624,진양폴리우레탄,010640
1625,카카오페이,377300
1626,케이씨,029460
1627,코람코에너지리츠,357120
1628,코스맥스,192820
1629,코스맥스비티아이,044820
1630,키움증권,039490
1631,티웨이항공,091810
1632,팜젠사이언스,004720
1633,팬오션,028670
1634,평화산업,090080
1635,포스코인터내셔널,047050
1636,한국ANKOR유전,152550
1637,한국화장품,123690
1638,한국화장품제조,003350
1639,한라,014790
1640,한미반도체,042700
1641,한미사이언스,008930
1642,한섬,020000
1643,한세실업,105630
1644,한솔홈데코,025750
1645,한전산업,130660
1646,한컴라이프케어,372910
1647,한화손해보험,000370
1648,핸즈코퍼레이션,143210
1649,현대모비스,012330
1650,현대중공업지주,267250
1651,화승엔터프라이즈,241590
1652,화인베스틸,133820
1653,화천기계,010660
1654,효성티앤씨,298020
1655,후성,093370
1656,휠라홀딩스,081660
1657,휴스틸,005010
1658,COWON,056000
1659,DB금융스팩8호,367340
1660,FSN,214270
1661,GH신소재,130500
1662,IBKS제13호스팩,351340
1663,JYP Ent.,035900
1664,KPX생명과학,114450
1665,RFHIC,218410
1666,RF머트리얼즈,327260
1667,YBM넷,057030
1668,고려신용정보,049720
1669,고바이오랩,348150
1670,골드퍼시픽,038530
1671,광무,029480
1672,광진실업,026910
1673,국보디자인,066620
1674,그린플러스,186230
1675,기산텔레콤,035460
1676,나노스,151910
1677,나노씨엠에스,247660
1678,네오위즈,095660
1679,네패스,033640
1680,넥슨지티,041140
1681,대림제지,017650
1682,대신밸런스제8호스팩,336570
1683,대원,007680
1684,대한그린파워,060900
1685,대한뉴팜,054670
1686,덕신하우징,090410
1687,동국S&C,100130
1688,동운아나텍,094170
1689,드림씨아이에스,223250
1690,드림어스컴퍼니,060570
1691,디비금융스팩10호,404950
1692,디아이티,110990
1693,디에스케이,109740
1694,디에이치피코리아,131030
1695,디와이디,219550
1696,디케이앤디,263020
1697,디케이티,290550
1698,라온시큐어,042510
1699,라온테크,232680
1700,라이트론,069540
1701,라파스,214260
1702,리노스,039980
1703,리더스코스메틱,016100
1704,마이크로컨텍솔,098120
1705,메지온,140410
1706,모비릭스,348030
1707,미디어젠,279600
1708,미래나노텍,095500
1709,미래에셋대우스팩 5호,353490
1710,미투젠,950190
1711,바른전자,064520
1712,바이오플러스,099430
1713,바이젠셀,308080
1714,베스파,299910
1715,뷰웍스,100120
1716,비에이치,090460
1717,비올,335890
1718,비츠로셀,082920
1719,비츠로시스,054220
1720,비츠로테크,042370
1721,빅텍,065450
1722,삼성머스트스팩5호,380320
1723,서린바이오,038070
1724,서부T&D,006730
1725,서암기계공업,100660
1726,석경에이티,357550
1727,성우전자,081580
1728,세화피앤씨,252500
1729,셀레믹스,331920
1730,소리바다,053110
1731,수젠텍,253840
1732,스맥,099440
1733,스튜디오드래곤,253450
1734,시너지이노베이션,048870
1735,신라에스지,025870
1736,신라젠,215600
1737,신영스팩5호,323280
1738,신화콘텍,187270
1739,심텍,222800
1740,쎄니트,037760
1741,씨엔플러스,115530
1742,씨젠,096530
1743,아리온,058220
1744,아비코전자,036010
1745,아이디스홀딩스,054800
1746,아이쓰리시스템,214430
1747,아이에스이커머스,069920
1748,아이티아이즈,372800
1749,알테오젠,196170
1750,에스에이치엔엘,050320
1751,에스에이티,060540
1752,에스엠코어,007820
1753,에스코넥,096630
1754,에스티오,098660
1755,에이치엘사이언스,239610
1756,에이치엠씨제4호스팩,353070
1757,에이테크솔루션,071670
1758,에프엔씨엔터,173940
1759,엔브이에이치코리아,067570
1760,엔시트론,101400
1761,엔에프씨,265740
1762,엔켐,348370
1763,엘비세미콘,061970
1764,엘컴텍,037950
1765,엠로,058970
1766,엠에스씨,009780
1767,연우,115960
1768,오리엔탈정공,014940
1769,오킨스전자,080580
1770,와이솔,122990
1771,와이엔텍,067900
1772,와이오엠,066430
1773,와이지엔터테인먼트,122870
1774,우리이앤엘,153490
1775,우리조명,037400
1776,우주일렉트로,065680
1777,웹케시,053580
1778,위더스제약,330350
1779,위드텍,348350
1780,위지윅스튜디오,299900
1781,유라테크,048430
1782,유바이오로직스,206650
1783,유일로보틱스,388720
1784,육일씨엔에쓰,191410
1785,율호,072770
1786,이노뎁,303530
1787,이니텍,053350
1788,이엠코리아,095190
1789,인지디스플레,037330
1790,인카금융서비스,211050
1791,인화정공,101930
1792,일지테크,019540
1793,제넥신,095700
1794,제이에스티나,026040
1795,제이엠아이,033050
1796,제일바이오,052670
1797,제일전기공업,199820
1798,지더블유바이텍,036180
1799,지엔원에너지,270520
1800,진로발효,018120
1801,차백신연구소,261780
1802,카카오게임즈,293490
1803,케이디켐,221980
1804,케이씨티,089150
1805,케이엠더블유,032500
1806,케이옥션,102370
1807,케이피에스,256940
1808,코리아에스이,101670
1809,코맥스,036690
1810,코아스템,166480
1811,코웰패션,033290
1812,큐렉소,060280
1813,큐로컴,040350
1814,큐리언트,115180
1815,큐캐피탈,016600
1816,키이스트,054780
1817,테라셈,182690
1818,톱텍,108230
1819,티씨케이,064760
1820,티앤엘,340570
1821,티에스아이,277880
1822,티에스이,131290
1823,티움바이오,321550
1824,파세코,037070
1825,파인테크닉스,106240
1826,팜스빌,318010
1827,팬스타엔터프라이즈,054300
1828,펄어비스,263750
1829,포메탈,119500
1830,푸른저축은행,007330
1831,플레이위드,023770
1832,피씨엘,241820
1833,피피아이,062970
1834,하나금융17호스팩,363260
1835,하나머스트7호스팩,372290
1836,한국파마,032300
1837,한송네오텍,226440
1838,한일사료,005860
1839,한창산업,079170
1840,핸디소프트,220180
1841,현대공업,170030
1842,현대사료,016790
1843,화신정공,126640
1844,휴마시스,205470
1845,휴맥스,115160
1846,휴비츠,065510
1847,흥국,010240
1848,데이드림엔터,348840
1849,라이프사이언스테크놀로지,285770
1850,렌딩머신,179720
1851,명진홀딩스,267060
1852,미래엔에듀파트너,208890
1853,바이오인프라생명과학,266470
1854,베른,322190
1855,셀젠텍,258250
1856,수프로,185190
1857,스템랩,258540
1858,에스엠비나,299670
1859,에이원알폼,234070
1860,예스피치,403360
1861,유니포인트,121060
1862,이노진,344860
1863,이성씨엔아이,379390
1864,이앤에치,341310
1865,제노텍,066830
1866,탑선,180060
1867,파워풀엑스,266870
1868,CJ CGV,079160
1869,DB하이텍,000990
1870,DL이앤씨,375500
1871,HDC현대EP,089470
1872,HSD엔진,082740
1873,LF,093050
1874,POSCO홀딩스,005490
1875,SG세계물산,004060
1876,SIMPAC,009160
1877,SK아이이테크놀로지,361610
1878,SNT모티브,064960
1879,SUN&L,002820
1880,TCC스틸,002710
1881,가온전선,000500
1882,경보제약,214390
1883,고려산업,002140
1884,광전자,017900
1885,남광토건,001260
1886,넥센,005720
1887,다우기술,023590
1888,대교,019680
1889,대유플러스,000300
1890,대한제분,001130
1891,대한화섬,003830
1892,대호에이엘,069460
1893,동남합성,023450
1894,동양피스톤,092780
1895,동원산업,006040
1896,두산중공업,034020
1897,디와이파워,210540
1898,락앤락,115390
1899,롯데렌탈,089860
1900,롯데리츠,330590
1901,명신산업,009900
1902,무림P&P,009580
1903,미래에셋맵스리츠,357250
1904,미원상사,002840
1905,방림,003610
1906,사조오양,006090
1907,삼성화재해상보험,000810
1908,삼아알미늄,006110
1909,삼영전자공업,005680
1910,삼진제약,005500
1911,삼화전자공업,011230
1912,새론오토모티브,075180
1913,성문전자,014910
1914,센트랄모텍,308170
1915,솔루엠,248070
1916,스틱인베스트먼트,026890
1917,신세계I&C,035510
1918,쌍방울,102280
1919,아남전자,008700
1920,에쓰씨엔지니어링,023960
1921,에이엔피,015260
1922,영흥,012160
1923,오리엔트바이오,002630
1924,오리온홀딩스,001800
1925,와이투솔루션,011690
1926,웅진,016880
1927,원림,005820
1928,유니퀘스트,077500
1929,이엔플러스,074610
1930,이지스밸류플러스리츠,334890
1931,인바이오젠,101140
1932,일동제약,249420
1933,일신석재,007110
1934,일양약품,007570
1935,일진머티리얼즈,020150
1936,주연테크,044380
1937,컨버즈,109070
1938,케이비아이동국실업,001620
1939,케이티스카이라이프,053210
1940,코웨이,021240
1941,태경비케이,014580
1942,티웨이홀딩스,004870
1943,파미셀,005690
1944,풀무원,017810
1945,풍산홀딩스,005810
1946,프레스티지바이오파마,950210
1947,하이트진로홀딩스,000140
1948,한국단자공업,025540
1949,한국앤컴퍼니,000240
1950,한국카본,017960
1951,한국콜마홀딩스,024720
1952,한농화성,011500
1953,한미약품,128940
1954,한전KPS,051600
1955,한화투자증권,003530
1956,현대약품,004310
1957,현대오토에버,307950
1958,현대해상,001450
1959,현대홈쇼핑,057050
1960,CJ ENM,035760
1961,CMG제약,058820
1962,HB테크놀러지,078150
1963,IBKS제16호스팩,388790
1964,KD,044180
1965,KG이니시스,035600
1966,KNN,058400
1967,NE능률,053290
1968,NHN한국사이버결제,060250
1969,SBI인베스트먼트,019550
1970,SG,255220
1971,SK6호스팩,340350
1972,SM C&C,048550
1973,구영테크,053270
1974,기가레인,049080
1975,나라엠앤디,051490
1976,나우IB,293580
1977,네오펙트,290660
1978,네패스아크,330860
1979,노을,376930
1980,녹십자엠에스,142280
1981,다우데이타,032190
1982,다원시스,068240
1983,대동금속,020400
1984,대동기어,008830
1985,대륙제관,004780
1986,대모,317850
1987,대보마그네틱,290670
1988,대성창투,027830
1989,대정화금,120240
1990,대창스틸,140520
1991,동성화인텍,033500
1992,동양에스텍,060380
1993,동양이엔피,079960
1994,동우팜투테이블,088910
1995,디스플레이텍,066670
1996,디와이피엔에프,104460
1997,디젠스,113810
1998,러셀,217500
1999,레이,228670
2000,매일유업,267980
2001,메가스터디,072870
2002,모다이노칩,080420
2003,모바일어플라이언스,087260
2004,미투온,201490
2005,바디텍메드,206640
2006,바이오솔루션,086820
2007,부방,014470
2008,브이원텍,251630
2009,비나텍,126340
2010,삼강엠앤티,100090
2011,삼영에스앤씨,361670
2012,상신전자,263810
2013,서진시스템,178320
2014,서플러스글로벌,140070
2015,서한,011370
2016,선광,003100
2017,선익시스템,171090
2018,성광벤드,014620
2019,세원물산,024830
2020,세코닉스,053450
2021,소프트센,032680
2022,솔본,035610
2023,수산아이앤티,050960
2024,스코넥,276040
2025,신진에스엠,138070
2026,신흥에스이씨,243840
2027,심텍홀딩스,036710
2028,쎌바이오텍,049960
2029,씨에스베어링,297090
2030,씨유메디칼,115480
2031,아미노로직스,074430
2032,아바텍,149950
2033,아이디스,143160
2034,아이앤씨,052860
2035,아이티엠반도체,084850
2036,아진엑스텍,059120
2037,아톤,158430
2038,아프리카TV,067160
2039,안트로젠,065660
2040,알엔투테크놀로지,148250
2041,압타머사이언스,291650
2042,애머릿지,900100
2043,액토즈소프트,052790
2044,앤씨앤,092600
2045,에스디시스템,121890
2046,에스앤에스텍,101490
2047,에스엠,041510
2048,에스티아이,039440
2049,에스티큐브,052020
2050,에이치케이,044780
2051,에코프로,086520
2052,에코프로비엠,247540
2053,엑사이엔씨,054940
2054,엔비티,236810
2055,엔에이치스팩22호,396770
2056,엘앤케이바이오,156100
2057,오로스테크놀로지,322310
2058,오리콤,010470
2059,오비고,352910
2060,오성첨단소재,052420
2061,오스템,031510
2062,우리기술,032820
2063,우리기술투자,041190
2064,원티드랩,376980
2065,월덱스,101160
2066,웰크론한텍,076080
2067,웹스,196700
2068,윙입푸드,900340
2069,유니셈,036200
2070,유진기업,023410
2071,유진로봇,056080
2072,이노인스트루먼트,215790
2073,이녹스첨단소재,272290
2074,이라이콤,041520
2075,이베스트투자증권,078020
2076,이엠텍,091120
2077,이원컴포텍,088290
2078,이크레더블,092130
2079,인베니아,079950
2080,인콘,083640
2081,인크로스,216050
2082,인탑스,049070
2083,인텔리안테크,189300
2084,인포마크,175140
2085,인피니티엔티,016670
2086,일야,058450
2087,일진파워,094820
2088,제노포커스,187420
2089,제닉,123330
2090,제룡산업,147830
2091,제이브이엠,054950
2092,제이씨케미칼,137950
2093,제이엔케이히터,126880
2094,젠큐릭스,229000
2095,중앙에너비스,000440
2096,지놈앤컴퍼니,314130
2097,지앤비에스엔지니어링,382800
2098,지엘팜텍,204840
2099,진매트릭스,109820
2100,창해에탄올,004650
2101,체리부로,066360
2102,컬러레이,900310
2103,케어랩스,263700
2104,케이엔제이,272110
2105,케이엠,083550
2106,케이프,064820
2107,코디,080530
2108,코리아에프티,123410
2109,콜마비앤에이치,200130
2110,클라우드에어,036170
2111,타이거일렉,219130
2112,탑코미디어,134580
2113,테스,095610
2114,툴젠,199800
2115,티사이언티픽,057680
2116,티피씨글로벌,130740
2117,파워로직스,047310
2118,판타지오,032800
2119,팬젠,222110
2120,포커스에이치엔에스,331380
2121,프리엠스,053160
2122,플랜티넷,075130
2123,피앤씨테크,237750
2124,하나금융20호스팩,400560
2125,하림지주,003380
2126,하이제6호스팩,377400
2127,하이텍팜,106190
2128,한국가구,004590
2129,한국비엔씨,256840
2130,한국정밀기계,101680
2131,한양이엔지,045100
2132,한일진공,123840
2133,헬릭스미스,084990
2134,협진,138360
2135,휘닉스소재,050090
2136,휴온스,243070
2137,나우코스,257990
2138,노브메타파마,229500
2139,대동고려삼,178600
2140,더콘텐츠온,302920
2141,루트락,253610
2142,볼빅,206950
2143,비플라이소프트,148780
2144,뿌리깊은나무들,266170
2145,시그넷이브이,260870
2146,시큐센,232830
2147,씨엔티드림,286000
2148,에스엔피제네틱스,086460
2149,엔솔바이오사이언스,140610
2150,엠앤씨생명과학,225860
2151,인바이츠바이오코아,216400
2152,인터코스,240340
2153,질경이,233990
2154,켈스,402420
2155,크로넥스,215570
2156,판도라티비,202960
2157,BYC,001460
2158,DB손해보험,005830
2159,GKL,114090
2160,JB금융지주,175330
2161,JW홀딩스,096760
2162,KH 필룩스,033180
2163,LG,003550
2164,LS네트웍스,000680
2165,LX홀딩스,383800
2166,SK디스커버리,006120
2167,강남제비스코,000860
2168,계양전기,012200
2169,광명전기,017040
2170,교촌에프앤비,339770
2171,그린케미칼,083420
2172,금호에이치티,214330
2173,깨끗한나라,004540
2174,넥스트사이언스,003580
2175,넷마블,251270
2176,노루홀딩스,000320
2177,대동,000490
2178,대상홀딩스,084690
2179,대우부품,009320
2180,대우조선해양,042660
2181,대창단조,015230
2182,대현,016090
2183,동아쏘시오홀딩스,000640
2184,동일고무벨트,163560
2185,동일산업,004890
2186,두올,016740
2187,드림텍,192650
2188,롯데손해보험,000400
2189,롯데쇼핑,023530
2190,롯데제과,280360
2191,롯데지주,004990
2192,모나리자,012690
2193,무림페이퍼,009200
2194,미래산업,025560
2195,미래에셋증권,006800
2196,미원홀딩스,107590
2197,보해양조,000890
2198,비케이탑스,030790
2199,사조동아원,008040
2200,삼성SDI,006400
2201,삼성물산,028260
2202,삼성전기,009150
2203,삼화콘덴서공업,001820
2204,상신브레이크,041650
2205,서울도시가스,017390
2206,성신양회,004980
2207,신흥,004080
2208,씨에스윈드,112610
2209,아모레퍼시픽그룹,002790
2210,아센디오,012170
2211,아시아나항공,020560
2212,에스원,012750
2213,에스케이바이오팜,326030
2214,에이리츠,140910
2215,에이프로젠제약,003060
2216,에이플러스에셋,244920
2217,엔에이치스팩19호,380440
2218,엘에스일렉트릭,010120
2219,영풍제지,006740
2220,예스코홀딩스,015360
2221,우리종금,010050
2222,우진아이엔에스,010400
2223,웅진씽크빅,095720
2224,유수홀딩스,000700
2225,유엔젤,072130
2226,유유제약,000220
2227,율촌화학,008730
2228,이지스레지던스리츠,350520
2229,이화산업,000760
2230,인팩,023810
2231,일신방직,003200
2232,일진하이솔루스,271940
2233,잇츠한불,226320
2234,전방,000950
2235,제주항공,089590
2236,조일알미늄,018470
2237,종근당,185750
2238,진양산업,003780
2239,진양홀딩스,100250
2240,진원생명과학,011000
2241,진흥기업,002780
2242,천일고속,000650
2243,체시스,033250
2244,카프로,006380
2245,케이티,030200
2246,케이티앤지,033780
2247,태경산업,015890
2248,테이팩스,055490
2249,평화홀딩스,010770
2250,풍산,103140
2251,하나금융지주,086790
2252,한국가스공사,036460
2253,한국쉘석유,002960
2254,한국특강,007280
2255,한성기업,003680
2256,한세예스24홀딩스,016450
2257,한익스프레스,014130
2258,한일홀딩스,003300
2259,한창,005110
2260,현대그린푸드,005440
2261,현대로템,064350
2262,현대미포조선,010620
2263,현대위아,011210
2264,현대코퍼레이션,011760
2265,현대코퍼레이션홀딩스,227840
2266,화신,010690
2267,휴켐스,069260
2268,흥아해운,003280
2269,AP시스템,265520
2270,AP위성,211270
2271,BNGT,032790
2272,JTC,950170
2273,KH E&T,226360
2274,KH 일렉트론,111870
2275,S&K폴리텍,091340
2276,SFA반도체,036540
2277,SGA,049470
2278,SGC이테크건설,016250
2279,SM Life Design,063440
2280,THE E&M,089230
2281,THE MIDONG,161570
2282,UCI,038340
2283,골프존,215000
2284,골프존뉴딘홀딩스,121440
2285,교보10호기업인수목적,355150
2286,글로벌에스엠,900070
2287,금화피에스시,036190
2288,나스미디어,089600
2289,네온테크,306620
2290,녹십자웰빙,234690
2291,누리플랜,069140
2292,다나와,119860
2293,다믈멀티미디어,093640
